value_set_name,code_system,logical_definition,code,code_description,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
CancerDisorderVS,ICD-10-CM,NA,C02.0,Malignant neoplasm of dorsal surface of tongue,35206057,Malignant neoplasm of dorsal surface of tongue,Condition,ICD10CM,4-char billing code,NA,C02.0,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C02.1,Malignant neoplasm of border of tongue,35206058,Malignant neoplasm of border of tongue,Condition,ICD10CM,4-char billing code,NA,C02.1,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C02.2,Malignant neoplasm of ventral surface of tongue,35206059,Malignant neoplasm of ventral surface of tongue,Condition,ICD10CM,4-char billing code,NA,C02.2,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C02.3,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified",35206060,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified",Condition,ICD10CM,4-char billing code,NA,C02.3,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C02.4,Malignant neoplasm of lingual tonsil,35206061,Malignant neoplasm of lingual tonsil,Condition,ICD10CM,4-char billing code,NA,C02.4,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C02.8,Malignant neoplasm of overlapping sites of tongue,35206062,Malignant neoplasm of overlapping sites of tongue,Condition,ICD10CM,4-char billing code,NA,C02.8,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C02.9,"Malignant neoplasm of tongue, unspecified",35206063,"Malignant neoplasm of tongue, unspecified",Condition,ICD10CM,4-char billing code,NA,C02.9,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C03.0,Malignant neoplasm of upper gum,35206064,Malignant neoplasm of upper gum,Condition,ICD10CM,4-char billing code,NA,C03.0,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C03.1,Malignant neoplasm of lower gum,35206065,Malignant neoplasm of lower gum,Condition,ICD10CM,4-char billing code,NA,C03.1,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C03.9,"Malignant neoplasm of gum, unspecified",35206066,"Malignant neoplasm of gum, unspecified",Condition,ICD10CM,4-char billing code,NA,C03.9,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C04.0,Malignant neoplasm of anterior floor of mouth,35206067,Malignant neoplasm of anterior floor of mouth,Condition,ICD10CM,4-char billing code,NA,C04.0,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C04.1,Malignant neoplasm of lateral floor of mouth,35206068,Malignant neoplasm of lateral floor of mouth,Condition,ICD10CM,4-char billing code,NA,C04.1,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C04.8,Malignant neoplasm of overlapping sites of floor of mouth,35206069,Malignant neoplasm of overlapping sites of floor of mouth,Condition,ICD10CM,4-char billing code,NA,C04.8,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C04.9,"Malignant neoplasm of floor of mouth, unspecified",35206070,"Malignant neoplasm of floor of mouth, unspecified",Condition,ICD10CM,4-char billing code,NA,C04.9,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C05.0,Malignant neoplasm of hard palate,35206071,Malignant neoplasm of hard palate,Condition,ICD10CM,4-char billing code,NA,C05.0,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C05.1,Malignant neoplasm of soft palate,35206072,Malignant neoplasm of soft palate,Condition,ICD10CM,4-char billing code,NA,C05.1,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C05.2,Malignant neoplasm of uvula,35206073,Malignant neoplasm of uvula,Condition,ICD10CM,4-char billing code,NA,C05.2,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C05.8,Malignant neoplasm of overlapping sites of palate,35206074,Malignant neoplasm of overlapping sites of palate,Condition,ICD10CM,4-char billing code,NA,C05.8,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C05.9,"Malignant neoplasm of palate, unspecified",35206075,"Malignant neoplasm of palate, unspecified",Condition,ICD10CM,4-char billing code,NA,C05.9,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C06.0,Malignant neoplasm of cheek mucosa,35206076,Malignant neoplasm of cheek mucosa,Condition,ICD10CM,4-char billing code,NA,C06.0,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C06.1,Malignant neoplasm of vestibule of mouth,35206077,Malignant neoplasm of vestibule of mouth,Condition,ICD10CM,4-char billing code,NA,C06.1,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C06.2,Malignant neoplasm of retromolar area,35206078,Malignant neoplasm of retromolar area,Condition,ICD10CM,4-char billing code,NA,C06.2,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C06.80,Malignant neoplasm of overlapping sites of unspecified parts of mouth,45537790,Malignant neoplasm of overlapping sites of unspecified parts of mouth,Condition,ICD10CM,5-char billing code,NA,C06.80,1970-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C06.89,Malignant neoplasm of overlapping sites of other parts of mouth,45561783,Malignant neoplasm of overlapping sites of other parts of mouth,Condition,ICD10CM,5-char billing code,NA,C06.89,1970-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C06.9,"Malignant neoplasm of mouth, unspecified",35206079,"Malignant neoplasm of mouth, unspecified",Condition,ICD10CM,4-char billing code,NA,C06.9,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C07,Malignant neoplasm of parotid gland,35206080,Malignant neoplasm of parotid gland,Condition,ICD10CM,3-char billing code,NA,C07,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C08.0,Malignant neoplasm of submandibular gland,35206081,Malignant neoplasm of submandibular gland,Condition,ICD10CM,4-char billing code,NA,C08.0,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C08.1,Malignant neoplasm of sublingual gland,35206082,Malignant neoplasm of sublingual gland,Condition,ICD10CM,4-char billing code,NA,C08.1,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C08.9,"Malignant neoplasm of major salivary gland, unspecified",35206083,"Malignant neoplasm of major salivary gland, unspecified",Condition,ICD10CM,4-char billing code,NA,C08.9,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C09.0,Malignant neoplasm of tonsillar fossa,35206084,Malignant neoplasm of tonsillar fossa,Condition,ICD10CM,4-char billing code,NA,C09.0,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C09.1,Malignant neoplasm of tonsillar pillar (anterior) (posterior),35206085,Malignant neoplasm of tonsillar pillar (anterior) (posterior),Condition,ICD10CM,4-char billing code,NA,C09.1,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C09.8,Malignant neoplasm of overlapping sites of tonsil,35206086,Malignant neoplasm of overlapping sites of tonsil,Condition,ICD10CM,4-char billing code,NA,C09.8,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C09.9,"Malignant neoplasm of tonsil, unspecified",35206087,"Malignant neoplasm of tonsil, unspecified",Condition,ICD10CM,4-char billing code,NA,C09.9,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C10.0,Malignant neoplasm of vallecula,35206088,Malignant neoplasm of vallecula,Condition,ICD10CM,4-char billing code,NA,C10.0,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C10.1,Malignant neoplasm of anterior surface of epiglottis,35206089,Malignant neoplasm of anterior surface of epiglottis,Condition,ICD10CM,4-char billing code,NA,C10.1,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C10.2,Malignant neoplasm of lateral wall of oropharynx,35206090,Malignant neoplasm of lateral wall of oropharynx,Condition,ICD10CM,4-char billing code,NA,C10.2,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C10.3,Malignant neoplasm of posterior wall of oropharynx,35206091,Malignant neoplasm of posterior wall of oropharynx,Condition,ICD10CM,4-char billing code,NA,C10.3,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C10.4,Malignant neoplasm of branchial cleft,35206092,Malignant neoplasm of branchial cleft,Condition,ICD10CM,4-char billing code,NA,C10.4,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C10.8,Malignant neoplasm of overlapping sites of oropharynx,35206093,Malignant neoplasm of overlapping sites of oropharynx,Condition,ICD10CM,4-char billing code,NA,C10.8,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C10.9,"Malignant neoplasm of oropharynx, unspecified",35206094,"Malignant neoplasm of oropharynx, unspecified",Condition,ICD10CM,4-char billing code,NA,C10.9,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C11.0,Malignant neoplasm of superior wall of nasopharynx,35206095,Malignant neoplasm of superior wall of nasopharynx,Condition,ICD10CM,4-char billing code,NA,C11.0,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C11.1,Malignant neoplasm of posterior wall of nasopharynx,35206096,Malignant neoplasm of posterior wall of nasopharynx,Condition,ICD10CM,4-char billing code,NA,C11.1,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C11.2,Malignant neoplasm of lateral wall of nasopharynx,35206097,Malignant neoplasm of lateral wall of nasopharynx,Condition,ICD10CM,4-char billing code,NA,C11.2,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C11.3,Malignant neoplasm of anterior wall of nasopharynx,35206098,Malignant neoplasm of anterior wall of nasopharynx,Condition,ICD10CM,4-char billing code,NA,C11.3,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C11.8,Malignant neoplasm of overlapping sites of nasopharynx,35206099,Malignant neoplasm of overlapping sites of nasopharynx,Condition,ICD10CM,4-char billing code,NA,C11.8,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C11.9,"Malignant neoplasm of nasopharynx, unspecified",35206100,"Malignant neoplasm of nasopharynx, unspecified",Condition,ICD10CM,4-char billing code,NA,C11.9,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C12,Malignant neoplasm of pyriform sinus,35206101,Malignant neoplasm of pyriform sinus,Condition,ICD10CM,3-char billing code,NA,C12,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C13.0,Malignant neoplasm of postcricoid region,35206102,Malignant neoplasm of postcricoid region,Condition,ICD10CM,4-char billing code,NA,C13.0,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C13.1,"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect",35206103,"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect",Condition,ICD10CM,4-char billing code,NA,C13.1,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C13.2,Malignant neoplasm of posterior wall of hypopharynx,35206104,Malignant neoplasm of posterior wall of hypopharynx,Condition,ICD10CM,4-char billing code,NA,C13.2,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C13.8,Malignant neoplasm of overlapping sites of hypopharynx,35206105,Malignant neoplasm of overlapping sites of hypopharynx,Condition,ICD10CM,4-char billing code,NA,C13.8,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C13.9,"Malignant neoplasm of hypopharynx, unspecified",35206106,"Malignant neoplasm of hypopharynx, unspecified",Condition,ICD10CM,4-char billing code,NA,C13.9,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C14.0,"Malignant neoplasm of pharynx, unspecified",35206107,"Malignant neoplasm of pharynx, unspecified",Condition,ICD10CM,4-char billing code,NA,C14.0,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C14.2,Malignant neoplasm of Waldeyer's ring,35206108,Malignant neoplasm of Waldeyer's ring,Condition,ICD10CM,4-char billing code,NA,C14.2,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C14.8,"Malignant neoplasm of overlapping sites of lip, oral cavity and pharynx",35206109,"Malignant neoplasm of overlapping sites of lip, oral cavity and pharynx",Condition,ICD10CM,4-char billing code,NA,C14.8,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C15.3,Malignant neoplasm of upper third of esophagus,35206110,Malignant neoplasm of upper third of esophagus,Condition,ICD10CM,4-char billing code,NA,C15.3,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C15.4,Malignant neoplasm of middle third of esophagus,35206111,Malignant neoplasm of middle third of esophagus,Condition,ICD10CM,4-char billing code,NA,C15.4,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C15.5,Malignant neoplasm of lower third of esophagus,35206112,Malignant neoplasm of lower third of esophagus,Condition,ICD10CM,4-char billing code,NA,C15.5,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C15.8,Malignant neoplasm of overlapping sites of esophagus,35206113,Malignant neoplasm of overlapping sites of esophagus,Condition,ICD10CM,4-char billing code,NA,C15.8,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C15.9,"Malignant neoplasm of esophagus, unspecified",35206114,"Malignant neoplasm of esophagus, unspecified",Condition,ICD10CM,4-char billing code,NA,C15.9,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C16.0,Malignant neoplasm of cardia,35206115,Malignant neoplasm of cardia,Condition,ICD10CM,4-char billing code,NA,C16.0,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C16.1,Malignant neoplasm of fundus of stomach,35206116,Malignant neoplasm of fundus of stomach,Condition,ICD10CM,4-char billing code,NA,C16.1,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C16.2,Malignant neoplasm of body of stomach,35206117,Malignant neoplasm of body of stomach,Condition,ICD10CM,4-char billing code,NA,C16.2,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C16.3,Malignant neoplasm of pyloric antrum,35206118,Malignant neoplasm of pyloric antrum,Condition,ICD10CM,4-char billing code,NA,C16.3,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C16.4,Malignant neoplasm of pylorus,35206119,Malignant neoplasm of pylorus,Condition,ICD10CM,4-char billing code,NA,C16.4,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C16.5,"Malignant neoplasm of lesser curvature of stomach, unspecified",35206120,"Malignant neoplasm of lesser curvature of stomach, unspecified",Condition,ICD10CM,4-char billing code,NA,C16.5,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C16.6,"Malignant neoplasm of greater curvature of stomach, unspecified",35206121,"Malignant neoplasm of greater curvature of stomach, unspecified",Condition,ICD10CM,4-char billing code,NA,C16.6,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C16.8,Malignant neoplasm of overlapping sites of stomach,35206122,Malignant neoplasm of overlapping sites of stomach,Condition,ICD10CM,4-char billing code,NA,C16.8,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C16.9,"Malignant neoplasm of stomach, unspecified",35206123,"Malignant neoplasm of stomach, unspecified",Condition,ICD10CM,4-char billing code,NA,C16.9,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C17.0,Malignant neoplasm of duodenum,35206124,Malignant neoplasm of duodenum,Condition,ICD10CM,4-char billing code,NA,C17.0,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C17.1,Malignant neoplasm of jejunum,35206125,Malignant neoplasm of jejunum,Condition,ICD10CM,4-char billing code,NA,C17.1,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C17.2,Malignant neoplasm of ileum,35206126,Malignant neoplasm of ileum,Condition,ICD10CM,4-char billing code,NA,C17.2,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C17.3,"Meckel's diverticulum, malignant",35206127,"Meckel's diverticulum, malignant",Condition,ICD10CM,4-char billing code,NA,C17.3,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C17.8,Malignant neoplasm of overlapping sites of small intestine,35206128,Malignant neoplasm of overlapping sites of small intestine,Condition,ICD10CM,4-char billing code,NA,C17.8,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C17.9,"Malignant neoplasm of small intestine, unspecified",35206129,"Malignant neoplasm of small intestine, unspecified",Condition,ICD10CM,4-char billing code,NA,C17.9,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C18.0,Malignant neoplasm of cecum,35206130,Malignant neoplasm of cecum,Condition,ICD10CM,4-char billing code,NA,C18.0,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C18.1,Malignant neoplasm of appendix,35206131,Malignant neoplasm of appendix,Condition,ICD10CM,4-char billing code,NA,C18.1,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C18.2,Malignant neoplasm of ascending colon,35206132,Malignant neoplasm of ascending colon,Condition,ICD10CM,4-char billing code,NA,C18.2,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C18.3,Malignant neoplasm of hepatic flexure,35206133,Malignant neoplasm of hepatic flexure,Condition,ICD10CM,4-char billing code,NA,C18.3,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C18.4,Malignant neoplasm of transverse colon,35206134,Malignant neoplasm of transverse colon,Condition,ICD10CM,4-char billing code,NA,C18.4,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C18.5,Malignant neoplasm of splenic flexure,35206135,Malignant neoplasm of splenic flexure,Condition,ICD10CM,4-char billing code,NA,C18.5,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C18.6,Malignant neoplasm of descending colon,35206136,Malignant neoplasm of descending colon,Condition,ICD10CM,4-char billing code,NA,C18.6,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C18.7,Malignant neoplasm of sigmoid colon,35206137,Malignant neoplasm of sigmoid colon,Condition,ICD10CM,4-char billing code,NA,C18.7,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C18.8,Malignant neoplasm of overlapping sites of colon,35206138,Malignant neoplasm of overlapping sites of colon,Condition,ICD10CM,4-char billing code,NA,C18.8,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C18.9,"Malignant neoplasm of colon, unspecified",35206139,"Malignant neoplasm of colon, unspecified",Condition,ICD10CM,4-char billing code,NA,C18.9,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C19,Malignant neoplasm of rectosigmoid junction,35206140,Malignant neoplasm of rectosigmoid junction,Condition,ICD10CM,3-char billing code,NA,C19,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C20,Malignant neoplasm of rectum,35206141,Malignant neoplasm of rectum,Condition,ICD10CM,3-char billing code,NA,C20,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C21.0,"Malignant neoplasm of anus, unspecified",35206142,"Malignant neoplasm of anus, unspecified",Condition,ICD10CM,4-char billing code,NA,C21.0,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C21.1,Malignant neoplasm of anal canal,35206143,Malignant neoplasm of anal canal,Condition,ICD10CM,4-char billing code,NA,C21.1,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C21.2,Malignant neoplasm of cloacogenic zone,35206144,Malignant neoplasm of cloacogenic zone,Condition,ICD10CM,4-char billing code,NA,C21.2,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C21.8,"Malignant neoplasm of overlapping sites of rectum, anus and anal canal",35206145,"Malignant neoplasm of overlapping sites of rectum, anus and anal canal",Condition,ICD10CM,4-char billing code,NA,C21.8,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C22.0,Liver cell carcinoma,35206146,Liver cell carcinoma,Condition,ICD10CM,4-char billing code,NA,C22.0,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C22.1,Intrahepatic bile duct carcinoma,35206147,Intrahepatic bile duct carcinoma,Condition,ICD10CM,4-char billing code,NA,C22.1,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C22.2,Hepatoblastoma,35206148,Hepatoblastoma,Condition,ICD10CM,4-char billing code,NA,C22.2,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C22.3,Angiosarcoma of liver,35206149,Angiosarcoma of liver,Condition,ICD10CM,4-char billing code,NA,C22.3,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C22.4,Other sarcomas of liver,35206150,Other sarcomas of liver,Condition,ICD10CM,4-char billing code,NA,C22.4,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C22.7,Other specified carcinomas of liver,35206151,Other specified carcinomas of liver,Condition,ICD10CM,4-char billing code,NA,C22.7,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C22.8,"Malignant neoplasm of liver, primary, unspecified as to type",45585987,"Malignant neoplasm of liver, primary, unspecified as to type",Condition,ICD10CM,4-char billing code,NA,C22.8,1970-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C22.9,"Malignant neoplasm of liver, not specified as primary or secondary",35206152,"Malignant neoplasm of liver, not specified as primary or secondary",Condition,ICD10CM,4-char billing code,NA,C22.9,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C23,Malignant neoplasm of gallbladder,35206153,Malignant neoplasm of gallbladder,Condition,ICD10CM,3-char billing code,NA,C23,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C24.0,Malignant neoplasm of extrahepatic bile duct,35206154,Malignant neoplasm of extrahepatic bile duct,Condition,ICD10CM,4-char billing code,NA,C24.0,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C24.1,Malignant neoplasm of ampulla of Vater,35206155,Malignant neoplasm of ampulla of Vater,Condition,ICD10CM,4-char billing code,NA,C24.1,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C24.8,Malignant neoplasm of overlapping sites of biliary tract,35206156,Malignant neoplasm of overlapping sites of biliary tract,Condition,ICD10CM,4-char billing code,NA,C24.8,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C24.9,"Malignant neoplasm of biliary tract, unspecified",35206157,"Malignant neoplasm of biliary tract, unspecified",Condition,ICD10CM,4-char billing code,NA,C24.9,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C25.0,Malignant neoplasm of head of pancreas,35206158,Malignant neoplasm of head of pancreas,Condition,ICD10CM,4-char billing code,NA,C25.0,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C25.1,Malignant neoplasm of body of pancreas,35206159,Malignant neoplasm of body of pancreas,Condition,ICD10CM,4-char billing code,NA,C25.1,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C25.2,Malignant neoplasm of tail of pancreas,35206160,Malignant neoplasm of tail of pancreas,Condition,ICD10CM,4-char billing code,NA,C25.2,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C25.3,Malignant neoplasm of pancreatic duct,35206161,Malignant neoplasm of pancreatic duct,Condition,ICD10CM,4-char billing code,NA,C25.3,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C25.4,Malignant neoplasm of endocrine pancreas,35206162,Malignant neoplasm of endocrine pancreas,Condition,ICD10CM,4-char billing code,NA,C25.4,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C25.7,Malignant neoplasm of other parts of pancreas,35206163,Malignant neoplasm of other parts of pancreas,Condition,ICD10CM,4-char billing code,NA,C25.7,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C25.8,Malignant neoplasm of overlapping sites of pancreas,35206164,Malignant neoplasm of overlapping sites of pancreas,Condition,ICD10CM,4-char billing code,NA,C25.8,2007-01-01,2099-12-31,NA
CancerDisorderVS,ICD-10-CM,NA,C25.9,"Malignant neoplasm of pancreas, unspecified",35206165,"Malignant neoplasm of pancreas, unspecified",Condition,ICD10CM,4-char billing code,NA,C25.9,2007-01-01,2099-12-31,NA
