value_set_name,code_system,logical_definition,code,code_description,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
TumorMarkerTestVS,LOINC,NA,54348-8,Alpha-1-Fetoprotein [Mass/volume] in Cord blood,40757479,Alpha-1-Fetoprotein [Mass/volume] in Cord blood,Measurement,LOINC,Lab Test,S,54348-8,2008-12-18,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,49761-0,Alpha-1-Fetoprotein [Mass/volume] in Peritoneal fluid,3032506,Alpha-1-Fetoprotein [Mass/volume] in Peritoneal fluid,Measurement,LOINC,Lab Test,S,49761-0,2007-08-10,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,49762-8,Alpha-1-Fetoprotein [Mass/volume] in Pleural fluid,3033080,Alpha-1-Fetoprotein [Mass/volume] in Pleural fluid,Measurement,LOINC,Lab Test,S,49762-8,2007-08-10,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,1834-1,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma,3009306,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,1834-1,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,83073-7,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma by Immunoassay,42529190,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma by Immunoassay,Measurement,LOINC,Lab Test,S,83073-7,2017-02-21,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,19173-4,Alpha-1-Fetoprotein [Moles/volume] in Pleural fluid,3024289,Alpha-1-Fetoprotein [Moles/volume] in Pleural fluid,Measurement,LOINC,Lab Test,S,19173-4,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,19177-5,Alpha-1-Fetoprotein [Moles/volume] in Serum or Plasma,3021607,Alpha-1-Fetoprotein [Moles/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,19177-5,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,31993-9,Alpha-1-Fetoprotein [Presence] in Serum or Plasma,3025053,Alpha-1-Fetoprotein [Presence] in Serum or Plasma,Measurement,LOINC,Lab Test,S,31993-9,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,44910-8,Alpha-1-Fetoprotein [Units/volume] in Body fluid,3045958,Alpha-1-Fetoprotein [Units/volume] in Body fluid,Measurement,LOINC,Lab Test,S,44910-8,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,59564-5,Alpha-1-Fetoprotein [Units/volume] in Cerebral spinal fluid,40762626,Alpha-1-Fetoprotein [Units/volume] in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S,59564-5,2010-04-23,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,19172-6,Alpha-1-Fetoprotein [Units/volume] in Pleural fluid,3028331,Alpha-1-Fetoprotein [Units/volume] in Pleural fluid,Measurement,LOINC,Lab Test,S,19172-6,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,19176-7,Alpha-1-Fetoprotein [Units/volume] in Serum or Plasma,3015916,Alpha-1-Fetoprotein [Units/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,19176-7,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,83072-9,Alpha-1-Fetoprotein [Units/volume] in Serum or Plasma by Immunoassay,42529189,Alpha-1-Fetoprotein [Units/volume] in Serum or Plasma by Immunoassay,Measurement,LOINC,Lab Test,S,83072-9,2017-02-21,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,41274-2,Alpha-1-Fetoprotein interpretation in Serum or Plasma,3038294,Alpha-1-Fetoprotein interpretation in Serum or Plasma,Measurement,LOINC,Lab Test,S,41274-2,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,49246-2,Alpha-1-Fetoprotein interpretation in Serum or Plasma Narrative,3049837,Alpha-1-Fetoprotein interpretation in Serum or Plasma Narrative,Measurement,LOINC,Lab Test,S,49246-2,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,49585-3,Alpha-1-Fetoprotein multiple of the median cutoff [Multiple of the median] in Serum or Plasma,3032989,Alpha-1-Fetoprotein multiple of the median cutoff [Multiple of the median] in Serum or Plasma,Measurement,LOINC,Lab Test,S,49585-3,2007-07-16,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,53962-7,Alpha-1-fetoprotein.tumor marker [Mass/volume] in Serum or Plasma,3039783,Alpha-1-fetoprotein.tumor marker [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,53962-7,2008-10-29,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,53960-1,Alpha-1-fetoprotein.tumor marker [Moles/volume] in Serum or Plasma,3039211,Alpha-1-fetoprotein.tumor marker [Moles/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,53960-1,2008-10-29,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,53961-9,Alpha-1-fetoprotein.tumor marker [Units/volume] in Serum or Plasma,3038911,Alpha-1-fetoprotein.tumor marker [Units/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,53961-9,2008-10-29,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,10873-8,Beta-2-Microglobulin [Mass/time] in 24 hour Urine,3022097,Beta-2-Microglobulin [Mass/time] in 24 hour Urine,Measurement,LOINC,Lab Test,S,10873-8,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,54356-1,Beta-2-Microglobulin [Mass/volume] in 24 hour Urine,40757487,Beta-2-Microglobulin [Mass/volume] in 24 hour Urine,Measurement,LOINC,Lab Test,S,54356-1,2008-12-18,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,48166-3,Beta-2-Microglobulin [Mass/volume] in Body fluid,3048467,Beta-2-Microglobulin [Mass/volume] in Body fluid,Measurement,LOINC,Lab Test,S,48166-3,2007-01-16,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,1951-3,Beta-2-Microglobulin [Mass/volume] in Cerebral spinal fluid,3009385,Beta-2-Microglobulin [Mass/volume] in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S,1951-3,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,49081-3,Beta-2-Microglobulin [Mass/volume] in Dialysis fluid,3049235,Beta-2-Microglobulin [Mass/volume] in Dialysis fluid,Measurement,LOINC,Lab Test,S,49081-3,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,88711-7,Beta-2-Microglobulin [Mass/volume] in Peritoneal dialysis fluid,36304932,Beta-2-Microglobulin [Mass/volume] in Peritoneal dialysis fluid,Measurement,LOINC,Lab Test,S,88711-7,2018-06-15,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,59217-0,Beta-2-Microglobulin [Mass/volume] in Peritoneal fluid,40762308,Beta-2-Microglobulin [Mass/volume] in Peritoneal fluid,Measurement,LOINC,Lab Test,S,59217-0,2010-03-25,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,59218-8,Beta-2-Microglobulin [Mass/volume] in Pleural fluid,40762309,Beta-2-Microglobulin [Mass/volume] in Pleural fluid,Measurement,LOINC,Lab Test,S,59218-8,2010-03-25,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,1952-1,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma,3013201,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,1952-1,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,87708-4,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma --post dialysis,36306084,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma --post dialysis,Measurement,LOINC,Lab Test,S,87708-4,2018-06-15,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,83078-6,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma by Immunoassay,42529195,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma by Immunoassay,Measurement,LOINC,Lab Test,S,83078-6,2017-02-21,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,1953-9,Beta-2-Microglobulin [Mass/volume] in Urine,3018081,Beta-2-Microglobulin [Mass/volume] in Urine,Measurement,LOINC,Lab Test,S,1953-9,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,83077-8,Beta-2-Microglobulin [Mass/volume] in Urine by Immunoassay,42529194,Beta-2-Microglobulin [Mass/volume] in Urine by Immunoassay,Measurement,LOINC,Lab Test,S,83077-8,2017-02-21,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,56662-0,Beta-2-Microglobulin [Moles/time] in 24 hour Urine,40759781,Beta-2-Microglobulin [Moles/time] in 24 hour Urine,Measurement,LOINC,Lab Test,S,56662-0,2009-08-12,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,50824-2,Beta-2-Microglobulin [Moles/volume] in 24 hour Urine,3029600,Beta-2-Microglobulin [Moles/volume] in 24 hour Urine,Measurement,LOINC,Lab Test,S,50824-2,2007-10-25,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,39458-5,Beta-2-Microglobulin [Moles/volume] in Body fluid,3040561,Beta-2-Microglobulin [Moles/volume] in Body fluid,Measurement,LOINC,Lab Test,S,39458-5,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,32301-4,Beta-2-Microglobulin [Moles/volume] in Cerebral spinal fluid,3035772,Beta-2-Microglobulin [Moles/volume] in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S,32301-4,2002-07-17,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,14626-6,Beta-2-Microglobulin [Moles/volume] in Serum,3025890,Beta-2-Microglobulin [Moles/volume] in Serum,Measurement,LOINC,Lab Test,S,14626-6,1998-01-16,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,76484-5,Beta-2-Microglobulin [Moles/volume] in Serum or Plasma,46234769,Beta-2-Microglobulin [Moles/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,76484-5,2015-05-08,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,32302-2,Beta-2-Microglobulin [Moles/volume] in Urine,3036303,Beta-2-Microglobulin [Moles/volume] in Urine,Measurement,LOINC,Lab Test,S,32302-2,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,43919-0,Beta-2-Microglobulin [Presence] in Cerebral spinal fluid,3046050,Beta-2-Microglobulin [Presence] in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S,43919-0,2006-02-20,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,43818-4,Beta-2-Microglobulin [Presence] in Serum,3047079,Beta-2-Microglobulin [Presence] in Serum,Measurement,LOINC,Lab Test,S,43818-4,2006-02-20,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,43819-2,Beta-2-Microglobulin [Presence] in Urine,3043349,Beta-2-Microglobulin [Presence] in Urine,Measurement,LOINC,Lab Test,S,43819-2,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,83076-0,Beta-2-Microglobulin [Units/volume] in Serum or Plasma by Immunoassay,42529193,Beta-2-Microglobulin [Units/volume] in Serum or Plasma by Immunoassay,Measurement,LOINC,Lab Test,S,83076-0,2017-02-21,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,83079-4,Beta-2-Microglobulin [Units/volume] in Urine by Immunoassay,42529196,Beta-2-Microglobulin [Units/volume] in Urine by Immunoassay,Measurement,LOINC,Lab Test,S,83079-4,2017-02-21,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,10467-9,Beta-2-Microglobulin amyloid Ag [Presence] in Tissue by Immune stain,3005280,Beta-2-Microglobulin amyloid Ag [Presence] in Tissue by Immune stain,Measurement,LOINC,Lab Test,S,10467-9,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,54355-3,Beta-2-Microglobulin in CSF/Beta-2-Microglobulin in serum,40757486,Beta-2-Microglobulin in CSF/Beta-2-Microglobulin in serum,Measurement,LOINC,Lab Test,S,54355-3,2008-12-18,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,56786-7,Beta-2-Microglobulin.tumor marker [Mass/volume] in Serum,40759905,Beta-2-Microglobulin.tumor marker [Mass/volume] in Serum,Measurement,LOINC,Lab Test,S,56786-7,2009-08-14,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,2006-5,Cancer Ag 125 [Presence] in Serum or Plasma,3007835,Cancer Ag 125 [Presence] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2006-5,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,48677-9,Cancer Ag 125 [Presence] in Tissue by Immune stain,3050172,Cancer Ag 125 [Presence] in Tissue by Immune stain,Measurement,LOINC,Lab Test,S,48677-9,2007-03-20,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,11210-2,Cancer Ag 125 [Units/volume] in Body fluid,3002384,Cancer Ag 125 [Units/volume] in Body fluid,Measurement,LOINC,Lab Test,S,11210-2,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,15156-3,Cancer Ag 125 [Units/volume] in Body fluid by Dilution,3002923,Cancer Ag 125 [Units/volume] in Body fluid by Dilution,Measurement,LOINC,Lab Test,S,15156-3,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,50775-6,Cancer Ag 125 [Units/volume] in Cerebral spinal fluid,3032433,Cancer Ag 125 [Units/volume] in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S,50775-6,2007-10-22,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,68923-2,Cancer Ag 125 [Units/volume] in Pericardial fluid,40771464,Cancer Ag 125 [Units/volume] in Pericardial fluid,Measurement,LOINC,Lab Test,S,68923-2,2011-09-29,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,59040-6,Cancer Ag 125 [Units/volume] in Peritoneal dialysis fluid,40762133,Cancer Ag 125 [Units/volume] in Peritoneal dialysis fluid,Measurement,LOINC,Lab Test,S,59040-6,2010-03-09,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,40618-1,Cancer Ag 125 [Units/volume] in Peritoneal fluid,3039786,Cancer Ag 125 [Units/volume] in Peritoneal fluid,Measurement,LOINC,Lab Test,S,40618-1,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,19165-0,Cancer Ag 125 [Units/volume] in Pleural fluid,3027160,Cancer Ag 125 [Units/volume] in Pleural fluid,Measurement,LOINC,Lab Test,S,19165-0,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,10334-1,Cancer Ag 125 [Units/volume] in Serum or Plasma,3037551,Cancer Ag 125 [Units/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,10334-1,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,15157-1,Cancer Ag 125 [Units/volume] in Serum or Plasma by Dilution,3002368,Cancer Ag 125 [Units/volume] in Serum or Plasma by Dilution,Measurement,LOINC,Lab Test,S,15157-1,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,83082-8,Cancer Ag 125 [Units/volume] in Serum or Plasma by Immunoassay,42529199,Cancer Ag 125 [Units/volume] in Serum or Plasma by Immunoassay,Measurement,LOINC,Lab Test,S,83082-8,2017-02-21,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,2007-3,Cancer Ag 15-3 [Presence] in Serum or Plasma,3006742,Cancer Ag 15-3 [Presence] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2007-3,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,29153-4,Cancer Ag 15-3 [Units/volume] in Body fluid,3027089,Cancer Ag 15-3 [Units/volume] in Body fluid,Measurement,LOINC,Lab Test,S,29153-4,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,50776-4,Cancer Ag 15-3 [Units/volume] in Cerebral spinal fluid,3029848,Cancer Ag 15-3 [Units/volume] in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S,50776-4,2007-10-22,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,50777-2,Cancer Ag 15-3 [Units/volume] in Pericardial fluid,3031930,Cancer Ag 15-3 [Units/volume] in Pericardial fluid,Measurement,LOINC,Lab Test,S,50777-2,2007-10-22,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,50778-0,Cancer Ag 15-3 [Units/volume] in Peritoneal fluid,3031327,Cancer Ag 15-3 [Units/volume] in Peritoneal fluid,Measurement,LOINC,Lab Test,S,50778-0,2007-10-22,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,19186-6,Cancer Ag 15-3 [Units/volume] in Pleural fluid,3000337,Cancer Ag 15-3 [Units/volume] in Pleural fluid,Measurement,LOINC,Lab Test,S,19186-6,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,6875-9,Cancer Ag 15-3 [Units/volume] in Serum or Plasma,3006588,Cancer Ag 15-3 [Units/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,6875-9,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,83083-6,Cancer Ag 15-3 [Units/volume] in Serum or Plasma by Immunoassay,42529200,Cancer Ag 15-3 [Units/volume] in Serum or Plasma by Immunoassay,Measurement,LOINC,Lab Test,S,83083-6,2017-02-21,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,2009-9,Cancer Ag 19-9 [Presence] in Serum or Plasma,3024552,Cancer Ag 19-9 [Presence] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2009-9,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,26924-1,Cancer Ag 19-9 [Units/volume] in Body fluid,3020472,Cancer Ag 19-9 [Units/volume] in Body fluid,Measurement,LOINC,Lab Test,S,26924-1,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,50779-8,Cancer Ag 19-9 [Units/volume] in Cerebral spinal fluid,3029034,Cancer Ag 19-9 [Units/volume] in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S,50779-8,2007-10-22,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,50780-6,Cancer Ag 19-9 [Units/volume] in Pericardial fluid,3032748,Cancer Ag 19-9 [Units/volume] in Pericardial fluid,Measurement,LOINC,Lab Test,S,50780-6,2007-10-22,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,50781-4,Cancer Ag 19-9 [Units/volume] in Peritoneal fluid,3032226,Cancer Ag 19-9 [Units/volume] in Peritoneal fluid,Measurement,LOINC,Lab Test,S,50781-4,2007-10-22,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,19163-5,Cancer Ag 19-9 [Units/volume] in Pleural fluid,3025483,Cancer Ag 19-9 [Units/volume] in Pleural fluid,Measurement,LOINC,Lab Test,S,19163-5,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,24108-3,Cancer Ag 19-9 [Units/volume] in Serum or Plasma,3022914,Cancer Ag 19-9 [Units/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,24108-3,2000-03-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,83084-4,Cancer Ag 19-9 [Units/volume] in Serum or Plasma by Immunoassay,42529201,Cancer Ag 19-9 [Units/volume] in Serum or Plasma by Immunoassay,Measurement,LOINC,Lab Test,S,83084-4,2017-02-21,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,2012-3,Cancer Ag 27-29 [Presence] in Serum or Plasma,3007400,Cancer Ag 27-29 [Presence] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2012-3,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,50782-2,Cancer Ag 27-29 [Units/volume] in Cerebral spinal fluid,3029222,Cancer Ag 27-29 [Units/volume] in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S,50782-2,2007-10-22,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,19187-4,Cancer Ag 27-29 [Units/volume] in Pleural fluid,3003361,Cancer Ag 27-29 [Units/volume] in Pleural fluid,Measurement,LOINC,Lab Test,S,19187-4,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,17842-6,Cancer Ag 27-29 [Units/volume] in Serum or Plasma,3013520,Cancer Ag 27-29 [Units/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,17842-6,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,12515-3,Carcinoembryonic Ag [Mass/volume] in Body fluid,3013735,Carcinoembryonic Ag [Mass/volume] in Body fluid,Measurement,LOINC,Lab Test,S,12515-3,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,2037-0,Carcinoembryonic Ag [Mass/volume] in Cerebral spinal fluid,3023729,Carcinoembryonic Ag [Mass/volume] in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S,2037-0,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,40621-5,Carcinoembryonic Ag [Mass/volume] in Pericardial fluid,3038258,Carcinoembryonic Ag [Mass/volume] in Pericardial fluid,Measurement,LOINC,Lab Test,S,40621-5,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,40622-3,Carcinoembryonic Ag [Mass/volume] in Peritoneal fluid,3042038,Carcinoembryonic Ag [Mass/volume] in Peritoneal fluid,Measurement,LOINC,Lab Test,S,40622-3,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,19169-2,Carcinoembryonic Ag [Mass/volume] in Pleural fluid,3009804,Carcinoembryonic Ag [Mass/volume] in Pleural fluid,Measurement,LOINC,Lab Test,S,19169-2,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,2038-8,Carcinoembryonic Ag [Mass/volume] in Semen,3000531,Carcinoembryonic Ag [Mass/volume] in Semen,Measurement,LOINC,Lab Test,S,2038-8,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,2039-6,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma,3003785,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2039-6,1970-01-01,2099-12-31,NA
TumorMarkerTestVS,LOINC,NA,83085-1,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma by Immunoassay,42529202,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma by Immunoassay,Measurement,LOINC,Lab Test,S,83085-1,2017-02-21,2099-12-31,NA
